,sentence no,sentence,word,tag
697,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",Dragonite,B-POKEMON
698,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",has,OTHER
699,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",weakened,OTHER
700,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",a,OTHER
701,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",defensive,OTHER
702,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did","core,",OTHER
703,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",do,OTHER
704,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",not,OTHER
705,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",let,OTHER
706,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",up,OTHER
707,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",the,OTHER
708,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",pressure,OTHER
709,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",and,OTHER
710,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",allow,OTHER
711,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",a,OTHER
712,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",defensive,OTHER
713,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",Pokemon,OTHER
714,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",to,OTHER
715,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did","heal,",OTHER
716,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",undoing,OTHER
717,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",the,OTHER
718,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",work,OTHER
719,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",that,OTHER
720,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",Dragonite,B-POKEMON
721,27,"Once Dragonite has weakened a defensive core, do not let up the pressure and allow a defensive Pokemon to heal, undoing the work that Dragonite did",did,OTHER
722,28,Team Options,Team Options,OTHER
723,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,Dragonite,B-POKEMON
724,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,naturally,OTHER
725,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,pairs,OTHER
726,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,with,OTHER
727,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,dedicated,OTHER
728,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,leads,OTHER
729,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,that,OTHER
730,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,can,OTHER
731,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,both,OTHER
732,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,set,OTHER
733,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,entry,OTHER
734,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,hazards,OTHER
735,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,to,OTHER
736,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,accumulate,OTHER
737,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,chip,OTHER
738,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,damage,OTHER
739,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,and,OTHER
740,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,prevent,OTHER
741,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,Stealth,B-MOVE
742,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,Rock,I-MOVE
743,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,from,OTHER
744,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,the,OTHER
745,29,Dragonite naturally pairs with dedicated leads that can both set entry hazards to accumulate chip damage and prevent Stealth Rock from the foe,foe,OTHER
746,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Excadrill,B-POKEMON
747,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",is,OTHER
748,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",one,OTHER
749,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",option,OTHER
750,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",to,OTHER
751,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",provide,OTHER
752,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",both,OTHER
753,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Stealth,B-MOVE
754,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Rock,I-MOVE
755,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",and,OTHER
756,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Rapid,B-MOVE
757,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt","Spin,",I-MOVE
758,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",while,OTHER
759,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Greninja,B-POKEMON
760,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",can,OTHER
761,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",set,OTHER
762,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Spikes,B-MOVE
763,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",and,OTHER
764,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",prevent,OTHER
765,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Stealth,B-MOVE
766,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Rock,I-MOVE
767,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",with,OTHER
768,30,"Excadrill is one option to provide both Stealth Rock and Rapid Spin, while Greninja can set Spikes and prevent Stealth Rock with Taunt",Taunt,B-MOVE
769,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",Since,OTHER
770,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",Dragonite,B-POKEMON
771,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",pairs,OTHER
772,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",so,OTHER
773,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",well,OTHER
774,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",with,OTHER
775,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",dedicated,OTHER
776,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense","leads,",OTHER
777,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",it,OTHER
778,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",becomes,OTHER
779,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",a,OTHER
780,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",natural,OTHER
781,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",fit,OTHER
782,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",for,OTHER
783,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",hyper,OTHER
784,31,"Since Dragonite pairs so well with dedicated leads, it becomes a natural fit for hyper offense",offense,OTHER
785,32,Other hyper offense staples thus make good partners,Other,OTHER
786,32,Other hyper offense staples thus make good partners,hyper,OTHER
787,32,Other hyper offense staples thus make good partners,offense,OTHER
788,32,Other hyper offense staples thus make good partners,staples,OTHER
789,32,Other hyper offense staples thus make good partners,thus,OTHER
790,32,Other hyper offense staples thus make good partners,make,OTHER
791,32,Other hyper offense staples thus make good partners,good,OTHER
792,32,Other hyper offense staples thus make good partners,partners,OTHER
793,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Mega,B-POKEMON
794,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Gyarados,I-POKEMON
795,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",and,OTHER
796,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Magearna,B-POKEMON
797,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",are,OTHER
798,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",two,OTHER
799,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",such,OTHER
800,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run","Pokemon,",OTHER
801,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",but,OTHER
802,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",because,OTHER
803,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Dragonite,B-POKEMON
804,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",requires,OTHER
805,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",a,OTHER
806,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Z-Crystal,OTHER
807,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",to,OTHER
808,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",be,OTHER
809,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run","effective,",OTHER
810,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",it,OTHER
811,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",can,OTHER
812,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",result,OTHER
813,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",in,OTHER
814,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",a,OTHER
815,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",less,OTHER
816,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",effective,OTHER
817,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",Magearna,B-POKEMON
818,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",set,OTHER
819,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",being,OTHER
820,33,"Mega Gyarados and Magearna are two such Pokemon, but because Dragonite requires a Z-Crystal to be effective, it can result in a less effective Magearna set being run",run,OTHER
821,34,Offensive hazard removal is really nice for maintaining Multiscale,Offensive,OTHER
822,34,Offensive hazard removal is really nice for maintaining Multiscale,hazard,OTHER
823,34,Offensive hazard removal is really nice for maintaining Multiscale,removal,OTHER
824,34,Offensive hazard removal is really nice for maintaining Multiscale,is,OTHER
825,34,Offensive hazard removal is really nice for maintaining Multiscale,really,OTHER
826,34,Offensive hazard removal is really nice for maintaining Multiscale,nice,OTHER
827,34,Offensive hazard removal is really nice for maintaining Multiscale,for,OTHER
828,34,Offensive hazard removal is really nice for maintaining Multiscale,maintaining,OTHER
829,34,Offensive hazard removal is really nice for maintaining Multiscale,Multiscale,B-ABILITY
830,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",This,OTHER
831,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",can,OTHER
832,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",come,OTHER
833,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",from,OTHER
834,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",a,OTHER
835,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",number,OTHER
836,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",of,OTHER
837,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",offensive,OTHER
838,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier","Pokemon,",OTHER
839,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",such,OTHER
840,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",as,OTHER
841,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Rapid,B-MOVE
842,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Spin,I-MOVE
843,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier","Excadrill,",B-POKEMON
844,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Defog,B-MOVE
845,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier","Kartana,",B-POKEMON
846,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",or,OTHER
847,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Defog,B-MOVE
848,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier","Landorus-T,",B-POKEMON
849,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",but,OTHER
850,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",you'll,OTHER
851,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",notice,OTHER
852,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",that,OTHER
853,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",a,OTHER
854,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",majority,OTHER
855,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",of,OTHER
856,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",these,OTHER
857,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Pokemon,OTHER
858,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",stack,OTHER
859,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",weaknesses,OTHER
860,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",or,OTHER
861,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",are,OTHER
862,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",generally,OTHER
863,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",considered,OTHER
864,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",subpar,OTHER
865,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",options,OTHER
866,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",for,OTHER
867,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",hazard,OTHER
868,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier","removal,",OTHER
869,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",which,OTHER
870,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",definitely,OTHER
871,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",contributes,OTHER
872,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",to,OTHER
873,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",holding,OTHER
874,35,"This can come from a number of offensive Pokemon, such as Rapid Spin Excadrill, Defog Kartana, or Defog Landorus-T, but you'll notice that a majority of these Pokemon stack weaknesses or are generally considered subpar options for hazard removal, which definitely contributes to holding Dragonite back in the tier",Dragonite,B-POKEMON
