og_#,#,,Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp.Def,Speed
b'314 IllumiseBug  430 65 47 75 73 85 85',316 GulpinPoison  302 70 43 53 43 53 40,,,,,,,314 ,,,
b'315 RoseliaGrass Poison 400 50 60 45 100 80 65',317 SwalotPoison  467 100 73 83 73 83 55,,,,,,,315 ,,,
b'316 GulpinPoison  302 70 43 53 43 53 40',318 CarvanhaWater Dark 305 45 90 20 65 20 65,,,,,,,316 ,,,
b'317 SwalotPoison  467 100 73 83 73 83 55',319 Mega Sharpedo Water Dark 560 70 140 70 110 65 105,,,,,,,317 ,,,
b'318 CarvanhaWater Dark 305 45 90 20 65 20 65',319 SharpedoWater Dark 460 70 120 40 95 40 95,,,,,,,318 ,,,
b'319 Mega Sharpedo Water Dark 560 70 140 70 110 65 105',320 WailmerWater  400 130 70 35 70 35 60,,,,,,,319 ,,,
b'319 SharpedoWater Dark 460 70 120 40 95 40 95',321 WailordWater  500 170 90 45 90 45 60,,,,,,,319 ,,,
b'320 WailmerWater  400 130 70 35 70 35 60',322 NumelFire Ground 305 60 60 40 65 45 35,,,,,,,320 ,,,
b'321 WailordWater  500 170 90 45 90 45 60',323 CameruptFire Ground 460 70 100 70 105 75 40,,,,,,,321 ,,,
b'322 NumelFire Ground 305 60 60 40 65 45 35',323 Mega Camerupt Fire Ground 560 70 120 100 145 105 20,,,,,,,322 ,,,
b'323 CameruptFire Ground 460 70 100 70 105 75 40',324 TorkoalFire  470 70 85 140 85 70 20,,,,,,,323 ,,,
b'323 Mega Camerupt Fire Ground 560 70 120 100 145 105 20',325 SpoinkPsychic  330 60 25 35 70 80 60,,,,,,,323 ,,,
b'324 TorkoalFire  470 70 85 140 85 70 20',326 GrumpigPsychic  470 80 45 65 90 110 80,,,,,,,324 ,,,
b'325 SpoinkPsychic  330 60 25 35 70 80 60',327 SpindaNormal  360 60 60 60 60 60 60,,,,,,,325 ,,,
b'326 GrumpigPsychic  470 80 45 65 90 110 80',328 TrapinchGround  290 45 100 45 45 45 10,,,,,,,326 ,,,
b'327 SpindaNormal  360 60 60 60 60 60 60',329 VibravaGround Dragon 340 50 70 50 50 50 70,,,,,,,327 ,,,
b'328 TrapinchGround  290 45 100 45 45 45 10',330 FlygonGround Dragon 520 80 100 80 80 80 100,,,,,,,328 ,,,
b'329 VibravaGround Dragon 340 50 70 50 50 50 70',331 CacneaGrass  335 50 85 40 85 40 35,,,,,,,329 ,,,
b'330 FlygonGround Dragon 520 80 100 80 80 80 100',332 CacturneGrass Dark 475 70 115 60 115 60 55,,,,,,,330 ,,,
b'331 CacneaGrass  335 50 85 40 85 40 35',333 SwabluNormal Flying 310 45 40 60 40 75 50,,,,,,,331 ,,,
b'332 CacturneGrass Dark 475 70 115 60 115 60 55',334 AltariaDragon Flying 490 75 70 90 70 105 80,,,,,,,332 ,,,
b'333 SwabluNormal Flying 310 45 40 60 40 75 50',334 Mega Altaria Dragon Fairy 590 75 110 110 110 105 80,,,,,,,333 ,,,
b'334 AltariaDragon Flying 490 75 70 90 70 105 80',335 ZangooseNormal  458 73 115 60 60 60 90,,,,,,,334 ,,,
b'334 Mega Altaria Dragon Fairy 590 75 110 110 110 105 80',336 SeviperPoison  458 73 100 60 100 60 65,,,,,,,334 ,,,
b'335 ZangooseNormal  458 73 115 60 60 60 90',337 LunatoneRock Psychic 460 90 55 65 95 85 70,,,,,,,335 ,,,
b'336 SeviperPoison  458 73 100 60 100 60 65',338 SolrockRock Psychic 460 90 95 85 55 65 70,,,,,,,336 ,,,
b'337 LunatoneRock Psychic 460 90 55 65 95 85 70',339 BarboachWater Ground 288 50 48 43 46 41 60,,,,,,,337 ,,,
b'338 SolrockRock Psychic 460 90 95 85 55 65 70',340 WhiscashWater Ground 468 110 78 73 76 71 60,,,,,,,338 ,,,
b'339 BarboachWater Ground 288 50 48 43 46 41 60',341 CorphishWater  308 43 80 65 50 35 35,,,,,,,339 ,,,
b'340 WhiscashWater Ground 468 110 78 73 76 71 60',342 CrawdauntWater Dark 468 63 120 85 90 55 55,,,,,,,340 ,,,
b'341 CorphishWater  308 43 80 65 50 35 35',343 BaltoyGround Psychic 300 40 40 55 40 70 55,,,,,,,341 ,,,
b'342 CrawdauntWater Dark 468 63 120 85 90 55 55',344 ClaydolGround Psychic 500 60 70 105 70 120 75,,,,,,,342 ,,,
b'343 BaltoyGround Psychic 300 40 40 55 40 70 55',345 LileepRock Grass 355 66 41 77 61 87 23,,,,,,,343 ,,,
b'344 ClaydolGround Psychic 500 60 70 105 70 120 75',346 CradilyRock Grass 495 86 81 97 81 107 43,,,,,,,344 ,,,
b'345 LileepRock Grass 355 66 41 77 61 87 23',347 AnorithRock Bug 355 45 95 50 40 50 75,,,,,,,345 ,,,
b'346 CradilyRock Grass 495 86 81 97 81 107 43',348 ArmaldoRock Bug 495 75 125 100 70 80 45,,,,,,,346 ,,,
b'347 AnorithRock Bug 355 45 95 50 40 50 75',349 FeebasWater  200 20 15 20 10 55 80,,,,,,,347 ,,,
b'348 ArmaldoRock Bug 495 75 125 100 70 80 45',350 MiloticWater  540 95 60 79 100 125 81,,,,,,,348 ,,,
b'349 FeebasWater  200 20 15 20 10 55 80',351 Castform Rainy FormWater  420 70 70 70 70 70 70,,,,,,,349 ,,,
b'350 MiloticWater  540 95 60 79 100 125 81',351 Castform Snowy FormIce  420 70 70 70 70 70 70,,,,,,,350 ,,,
b'351 Castform Rainy FormWater  420 70 70 70 70 70 70',351 Castform Sunny FormFire  420 70 70 70 70 70 70,,,,,,,351 ,,,
b'351 Castform Snowy FormIce  420 70 70 70 70 70 70',351 CastformNormal  420 70 70 70 70 70 70,,,,,,,351 ,,,
b'351 Castform Sunny FormFire  420 70 70 70 70 70 70',352 KecleonNormal  440 60 90 70 60 120 40,,,,,,,351 ,,,
b'351 CastformNormal  420 70 70 70 70 70 70',353 ShuppetGhost  295 44 75 35 63 33 45,,,,,,,351 ,,,
b'352 KecleonNormal  440 60 90 70 60 120 40',354 BanetteGhost  455 64 115 65 83 63 65,,,,,,,352 ,,,
b'353 ShuppetGhost  295 44 75 35 63 33 45',354 Mega Banette Ghost  555 64 165 75 93 83 75,,,,,,,353 ,,,
b'354 BanetteGhost  455 64 115 65 83 63 65',355 DuskullGhost  295 20 40 90 30 90 25,,,,,,,354 ,,,
b'354 Mega Banette Ghost  555 64 165 75 93 83 75',356 DusclopsGhost  455 40 70 130 60 130 25,,,,,,,354 ,,,
b'355 DuskullGhost  295 20 40 90 30 90 25',357 TropiusGrass Flying 460 99 68 83 72 87 51,,,,,,,355 ,,,
b'356 DusclopsGhost  455 40 70 130 60 130 25',358 ChimechoPsychic  455 75 50 80 95 90 65,,,,,,,356 ,,,
b'357 TropiusGrass Flying 460 99 68 83 72 87 51',359 AbsolDark  465 65 130 60 75 60 75,,,,,,,357 ,,,
b'358 ChimechoPsychic  455 75 50 80 95 90 65',359 Mega Absol Dark  565 65 150 60 115 60 115,,,,,,,358 ,,,
b'359 AbsolDark  465 65 130 60 75 60 75',360 WynautPsychic  260 95 23 48 23 48 23,,,,,,,359 ,,,
b'359 Mega Absol Dark  565 65 150 60 115 60 115',361 SnoruntIce  300 50 50 50 50 50 50,,,,,,,359 ,,,
b'360 WynautPsychic  260 95 23 48 23 48 23',362 GlalieIce  480 80 80 80 80 80 80,,,,,,,360 ,,,
b'361 SnoruntIce  300 50 50 50 50 50 50',362 Mega Glalie Ice  580 80 120 80 120 80 100,,,,,,,361 ,,,
b'362 GlalieIce  480 80 80 80 80 80 80',363 SphealIce Water 290 70 40 50 55 50 25,,,,,,,362 ,,,
b'362 Mega Glalie Ice  580 80 120 80 120 80 100',364 SealeoIce Water 410 90 60 70 75 70 45,,,,,,,362 ,,,
b'363 SphealIce Water 290 70 40 50 55 50 25',365 WalreinIce Water 530 110 80 90 95 90 65,,,,,,,363 ,,,
b'364 SealeoIce Water 410 90 60 70 75 70 45',366 ClamperlWater  345 35 64 85 74 55 32,,,,,,,364 ,,,
b'365 WalreinIce Water 530 110 80 90 95 90 65',367 HuntailWater  485 55 104 105 94 75 52,,,,,,,365 ,,,
b'366 ClamperlWater  345 35 64 85 74 55 32',368 GorebyssWater  485 55 84 105 114 75 52,,,,,,,366 ,,,
b'367 HuntailWater  485 55 104 105 94 75 52',369 RelicanthWater Rock 485 100 90 130 45 65 55,,,,,,,367 ,,,
b'368 GorebyssWater  485 55 84 105 114 75 52',370 LuvdiscWater  330 43 30 55 40 65 97,,,,,,,368 ,,,
b'369 RelicanthWater Rock 485 100 90 130 45 65 55',371 BagonDragon  300 45 75 60 40 30 50,,,,,,,369 ,,,
b'370 LuvdiscWater  330 43 30 55 40 65 97',372 ShelgonDragon  420 65 95 100 60 50 50,,,,,,,370 ,,,
b'371 BagonDragon  300 45 75 60 40 30 50',373 Mega Salamence Dragon Flying 700 95 145 130 120 90 120,,,,,,,371 ,,,
b'372 ShelgonDragon  420 65 95 100 60 50 50',373 SalamenceDragon Flying 600 95 135 80 110 80 100,,,,,,,372 ,,,
b'373 Mega Salamence Dragon Flying 700 95 145 130 120 90 120',374 BeldumSteel Psychic 300 40 55 80 35 60 30,,,,,,,373 ,,,
b'373 SalamenceDragon Flying 600 95 135 80 110 80 100',375 MetangSteel Psychic 420 60 75 100 55 80 50,,,,,,,373 ,,,
b'374 BeldumSteel Psychic 300 40 55 80 35 60 30',376 Mega Metagross Steel Psychic 700 80 145 150 105 110 110,,,,,,,374 ,,,
b'375 MetangSteel Psychic 420 60 75 100 55 80 50',376 MetagrossSteel Psychic 600 80 135 130 95 90 70,,,,,,,375 ,,,
b'376 Mega Metagross Steel Psychic 700 80 145 150 105 110 110',377 RegirockRock  580 80 100 200 50 100 50,,,,,,,376 ,,,
b'376 MetagrossSteel Psychic 600 80 135 130 95 90 70',378 RegiceIce  580 80 50 100 100 200 50,,,,,,,376 ,,,
b'377 RegirockRock  580 80 100 200 50 100 50',379 RegisteelSteel  580 80 75 150 75 150 50,,,,,,,377 ,,,
b'378 RegiceIce  580 80 50 100 100 200 50',380 LatiasDragon Psychic 600 80 80 90 110 130 110,,,,,,,378 ,,,
b'379 RegisteelSteel  580 80 75 150 75 150 50',380 Mega Latias Dragon Psychic 700 80 100 120 140 150 110,,,,,,,379 ,,,
b'380 LatiasDragon Psychic 600 80 80 90 110 130 110',381 LatiosDragon Psychic 600 80 90 80 130 110 110,,,,,,,380 ,,,
b'380 Mega Latias Dragon Psychic 700 80 100 120 140 150 110',381 Mega Latios Dragon Psychic 700 80 130 100 160 120 110,,,,,,,380 ,,,
b'381 LatiosDragon Psychic 600 80 90 80 130 110 110',382 Kyogre Primal KyogreWater  770 100 150 90 180 160 90,,,,,,,381 ,,,
b'381 Mega Latios Dragon Psychic 700 80 130 100 160 120 110',382 KyogreWater  670 100 100 90 150 140 90,,,,,,,381 ,,,
b'382 Kyogre Primal KyogreWater  770 100 150 90 180 160 90',383 Groudon Primal GroudonGround Fire 770 100 180 160 150 90 90,,,,,,,382 ,,,
b'382 KyogreWater  670 100 100 90 150 140 90',383 GroudonGround  670 100 150 140 100 90 90,,,,,,,382 ,,,
b'383 Groudon Primal GroudonGround Fire 770 100 180 160 150 90 90',384 Mega Rayquaza Dragon Flying 780 105 180 100 180 100 115,,,,,,,383 ,,,
b'383 GroudonGround  670 100 150 140 100 90 90',384 RayquazaDragon Flying 680 105 150 90 150 90 95,,,,,,,383 ,,,
b'384 Mega Rayquaza Dragon Flying 780 105 180 100 180 100 115',385 JirachiSteel Psychic 600 100 100 100 100 100 100,,,,,,,384 ,,,
b'384 RayquazaDragon Flying 680 105 150 90 150 90 95',386 Deoxys Attack FormePsychic  600 50 180 20 180 20 150,,,,,,,384 ,,,
b'385 JirachiSteel Psychic 600 100 100 100 100 100 100',386 Deoxys Defense FormePsychic  600 50 70 160 70 160 90,,,,,,,385 ,,,
b'386 Deoxys Attack FormePsychic  600 50 180 20 180 20 150',386 Deoxys Normal FormePsychic  600 50 150 50 150 50 150,,,,,,,386 ,,,
b'386 Deoxys Defense FormePsychic  600 50 70 160 70 160 90',386 Deoxys Speed FormePsychic  600 50 95 90 95 90 180,,,,,,,386 ,,,
b'386 Deoxys Normal FormePsychic  600 50 150 50 150 50 150',387 TurtwigGrass  318 55 68 64 45 55 31,,,,,,,386 ,,,
b'386 Deoxys Speed FormePsychic  600 50 95 90 95 90 180',388 GrotleGrass  405 75 89 85 55 65 36,,,,,,,386 ,,,
b'387 TurtwigGrass  318 55 68 64 45 55 31',389 TorterraGrass Ground 525 95 109 105 75 85 56,,,,,,,387 ,,,
b'388 GrotleGrass  405 75 89 85 55 65 36',390 ChimcharFire  309 44 58 44 58 44 61,,,,,,,388 ,,,
b'389 TorterraGrass Ground 525 95 109 105 75 85 56',391 MonfernoFire Fighting 405 64 78 52 78 52 81,,,,,,,389 ,,,
b'390 ChimcharFire  309 44 58 44 58 44 61',392 InfernapeFire Fighting 534 76 104 71 104 71 108,,,,,,,390 ,,,
b'391 MonfernoFire Fighting 405 64 78 52 78 52 81',393 PiplupWater  314 53 51 53 61 56 40,,,,,,,391 ,,,
b'392 InfernapeFire Fighting 534 76 104 71 104 71 108',394 PrinplupWater  405 64 66 68 81 76 50,,,,,,,392 ,,,
b'393 PiplupWater  314 53 51 53 61 56 40',395 EmpoleonWater Steel 530 84 86 88 111 101 60,,,,,,,393 ,,,
b'394 PrinplupWater  405 64 66 68 81 76 50',396 StarlyNormal Flying 245 40 55 30 30 30 60,,,,,,,394 ,,,
b'395 EmpoleonWater Steel 530 84 86 88 111 101 60',397 StaraviaNormal Flying 340 55 75 50 40 40 80,,,,,,,395 ,,,
b'396 StarlyNormal Flying 245 40 55 30 30 30 60',398 StaraptorNormal Flying 485 85 120 70 50 60 100,,,,,,,396 ,,,
b'397 StaraviaNormal Flying 340 55 75 50 40 40 80',399 BidoofNormal  250 59 45 40 35 40 31,,,,,,,397 ,,,
b'398 StaraptorNormal Flying 485 85 120 70 50 60 100',400 BibarelNormal Water 410 79 85 60 55 60 71,,,,,,,398 ,,,
b'399 BidoofNormal  250 59 45 40 35 40 31',401 KricketotBug  194 37 25 41 25 41 25,,,,,,,399 ,,,
b'400 BibarelNormal Water 410 79 85 60 55 60 71',402 KricketuneBug  384 77 85 51 55 51 65,,,,,,,400 ,,,
b'401 KricketotBug  194 37 25 41 25 41 25',403 ShinxElectric  263 45 65 34 40 34 45,,,,,,,401 ,,,
b'402 KricketuneBug  384 77 85 51 55 51 65',404 LuxioElectric  363 60 85 49 60 49 60,,,,,,,402 ,,,
b'403 ShinxElectric  263 45 65 34 40 34 45',405 LuxrayElectric  523 80 120 79 95 79 70,,,,,,,403 ,,,
b'404 LuxioElectric  363 60 85 49 60 49 60',406 BudewGrass Poison 280 40 30 35 50 70 55,,,,,,,404 ,,,
b'405 LuxrayElectric  523 80 120 79 95 79 70',407 RoseradeGrass Poison 515 60 70 65 125 105 90,,,,,,,405 ,,,
b'406 BudewGrass Poison 280 40 30 35 50 70 55',408 CranidosRock  350 67 125 40 30 30 58,,,,,,,406 ,,,
b'407 RoseradeGrass Poison 515 60 70 65 125 105 90',409 RampardosRock  495 97 165 60 65 50 58,,,,,,,407 ,,,
b'408 CranidosRock  350 67 125 40 30 30 58',410 ShieldonRock Steel 350 30 42 118 42 88 30,,,,,,,408 ,,,
b'409 RampardosRock  495 97 165 60 65 50 58',411 BastiodonRock Steel 495 60 52 168 47 138 30,,,,,,,409 ,,,
b'410 ShieldonRock Steel 350 30 42 118 42 88 30',412 Burmy Plant CloakBug  224 40 29 45 29 45 36,,,,,,,410 ,,,
b'411 BastiodonRock Steel 495 60 52 168 47 138 30',412 Burmy Sandy CloakBug  224 40 29 45 29 45 36,,,,,,,411 ,,,
b'412 Burmy Plant CloakBug  224 40 29 45 29 45 36',412 Burmy Trash CloakBug  224 40 29 45 29 45 36,,,,,,,412 ,,,
b'412 Burmy Sandy CloakBug  224 40 29 45 29 45 36',413 Wormadam Plant CloakBug Grass 424 60 59 85 79 105 36,,,,,,,412 ,,,
b'412 Burmy Trash CloakBug  224 40 29 45 29 45 36',413 Wormadam Sandy CloakBug Ground 424 60 79 105 59 85 36,,,,,,,412 ,,,
b'413 Wormadam Plant CloakBug Grass 424 60 59 85 79 105 36',413 Wormadam Trash CloakBug Steel 424 60 69 95 69 95 36,,,,,,,413 ,,,
b'413 Wormadam Sandy CloakBug Ground 424 60 79 105 59 85 36',414 MothimBug Flying 424 70 94 50 94 50 66,,,,,,,413 ,,,
b'413 Wormadam Trash CloakBug Steel 424 60 69 95 69 95 36',415 CombeeBug Flying 244 30 30 42 30 42 70,,,,,,,413 ,,,
b'414 MothimBug Flying 424 70 94 50 94 50 66',416 VespiquenBug Flying 474 70 80 102 80 102 40,,,,,,,414 ,,,
b'415 CombeeBug Flying 244 30 30 42 30 42 70',417 PachirisuElectric  405 60 45 70 45 90 95,,,,,,,415 ,,,
b'416 VespiquenBug Flying 474 70 80 102 80 102 40',418 BuizelWater  330 55 65 35 60 30 85,,,,,,,416 ,,,
b'417 PachirisuElectric  405 60 45 70 45 90 95',419 FloatzelWater  495 85 105 55 85 50 115,,,,,,,417 ,,,
b'418 BuizelWater  330 55 65 35 60 30 85',420 CherubiGrass  275 45 35 45 62 53 35,,,,,,,418 ,,,
b'419 FloatzelWater  495 85 105 55 85 50 115',421 CherrimGrass  450 70 60 70 87 78 85,,,,,,,419 ,,,
b'420 CherubiGrass  275 45 35 45 62 53 35',422 ShellosWater  325 76 48 48 57 62 34,,,,,,,420 ,,,
b'421 CherrimGrass  450 70 60 70 87 78 85',423 GastrodonWater Ground 475 111 83 68 92 82 39,,,,,,,421 ,,,
b'422 ShellosWater  325 76 48 48 57 62 34',424 AmbipomNormal  482 75 100 66 60 66 115,,,,,,,422 ,,,
b'423 GastrodonWater Ground 475 111 83 68 92 82 39',425 DrifloonGhost Flying 348 90 50 34 60 44 70,,,,,,,423 ,,,
b'424 AmbipomNormal  482 75 100 66 60 66 115',426 DrifblimGhost Flying 498 150 80 44 90 54 80,,,,,,,424 ,,,
b'425 DrifloonGhost Flying 348 90 50 34 60 44 70',427 BunearyNormal  350 55 66 44 44 56 85,,,,,,,425 ,,,
b'426 DrifblimGhost Flying 498 150 80 44 90 54 80',428 LopunnyNormal  480 65 76 84 54 96 105,,,,,,,426 ,,,
b'427 BunearyNormal  350 55 66 44 44 56 85',428 Mega Lopunny Normal Fighting 580 65 136 94 54 96 135,,,,,,,427 ,,,
b'428 LopunnyNormal  480 65 76 84 54 96 105',429 MismagiusGhost  495 60 60 60 105 105 105,,,,,,,428 ,,,
b'428 Mega Lopunny Normal Fighting 580 65 136 94 54 96 135',430 HonchkrowDark Flying 505 100 125 52 105 52 71,,,,,,,428 ,,,
b'429 MismagiusGhost  495 60 60 60 105 105 105',431 GlameowNormal  310 49 55 42 42 37 85,,,,,,,429 ,,,
b'430 HonchkrowDark Flying 505 100 125 52 105 52 71',432 PuruglyNormal  452 71 82 64 64 59 112,,,,,,,430 ,,,
b'431 GlameowNormal  310 49 55 42 42 37 85',433 ChinglingPsychic  285 45 30 50 65 50 45,,,,,,,431 ,,,
b'432 PuruglyNormal  452 71 82 64 64 59 112',434 StunkyPoison Dark 329 63 63 47 41 41 74,,,,,,,432 ,,,
b'433 ChinglingPsychic  285 45 30 50 65 50 45',435 SkuntankPoison Dark 479 103 93 67 71 61 84,,,,,,,433 ,,,
b'434 StunkyPoison Dark 329 63 63 47 41 41 74',436 BronzorSteel Psychic 300 57 24 86 24 86 23,,,,,,,434 ,,,
b'435 SkuntankPoison Dark 479 103 93 67 71 61 84',437 BronzongSteel Psychic 500 67 89 116 79 116 33,,,,,,,435 ,,,
b'436 BronzorSteel Psychic 300 57 24 86 24 86 23',438 BonslyRock  290 50 80 95 10 45 10,,,,,,,436 ,,,
b'437 BronzongSteel Psychic 500 67 89 116 79 116 33',439 Mime Jr.Psychic Fairy 310 20 25 45 70 90 60,,,,,,,437 ,,,
b'438 BonslyRock  290 50 80 95 10 45 10',440 HappinyNormal  220 100 5 5 15 65 30,,,,,,,438 ,,,
b'439 Mime Jr.Psychic Fairy 310 20 25 45 70 90 60',441 ChatotNormal Flying 411 76 65 45 92 42 91,,,,,,,439 ,,,
b'440 HappinyNormal  220 100 5 5 15 65 30',442 SpiritombGhost Dark 485 50 92 108 92 108 35,,,,,,,440 ,,,
b'441 ChatotNormal Flying 411 76 65 45 92 42 91',443 GibleDragon Ground 300 58 70 45 40 45 42,,,,,,,441 ,,,
b'442 SpiritombGhost Dark 485 50 92 108 92 108 35',444 GabiteDragon Ground 410 68 90 65 50 55 82,,,,,,,442 ,,,
b'443 GibleDragon Ground 300 58 70 45 40 45 42',445 GarchompDragon Ground 600 108 130 95 80 85 102,,,,,,,443 ,,,
b'444 GabiteDragon Ground 410 68 90 65 50 55 82',445 Mega Garchomp Dragon Ground 700 108 170 115 120 95 92,,,,,,,444 ,,,
b'445 GarchompDragon Ground 600 108 130 95 80 85 102',446 MunchlaxNormal  390 135 85 40 40 85 5,,,,,,,445 ,,,
b'445 Mega Garchomp Dragon Ground 700 108 170 115 120 95 92',447 RioluFighting  285 40 70 40 35 40 60,,,,,,,445 ,,,
b'446 MunchlaxNormal  390 135 85 40 40 85 5',448 LucarioFighting Steel 525 70 110 70 115 70 90,,,,,,,446 ,,,
b'447 RioluFighting  285 40 70 40 35 40 60',448 Mega Lucario Fighting Steel 625 70 145 88 140 70 112,,,,,,,447 ,,,
b'448 LucarioFighting Steel 525 70 110 70 115 70 90',449 HippopotasGround  330 68 72 78 38 42 32,,,,,,,448 ,,,
b'448 Mega Lucario Fighting Steel 625 70 145 88 140 70 112',450 HippowdonGround  525 108 112 118 68 72 47,,,,,,,448 ,,,
b'449 HippopotasGround  330 68 72 78 38 42 32',451 SkorupiPoison Bug 330 40 50 90 30 55 65,,,,,,,449 ,,,
b'450 HippowdonGround  525 108 112 118 68 72 47',452 DrapionPoison Dark 500 70 90 110 60 75 95,,,,,,,450 ,,,
b'451 SkorupiPoison Bug 330 40 50 90 30 55 65',453 CroagunkPoison Fighting 300 48 61 40 61 40 50,,,,,,,451 ,,,
b'452 DrapionPoison Dark 500 70 90 110 60 75 95',454 ToxicroakPoison Fighting 490 83 106 65 86 65 85,,,,,,,452 ,,,
b'453 CroagunkPoison Fighting 300 48 61 40 61 40 50',455 CarnivineGrass  454 74 100 72 90 72 46,,,,,,,453 ,,,
b'454 ToxicroakPoison Fighting 490 83 106 65 86 65 85',456 FinneonWater  330 49 49 56 49 61 66,,,,,,,454 ,,,
b'455 CarnivineGrass  454 74 100 72 90 72 46',457 LumineonWater  460 69 69 76 69 86 91,,,,,,,455 ,,,
b'456 FinneonWater  330 49 49 56 49 61 66',458 MantykeWater Flying 345 45 20 50 60 120 50,,,,,,,456 ,,,
b'457 LumineonWater  460 69 69 76 69 86 91',459 SnoverGrass Ice 334 60 62 50 62 60 40,,,,,,,457 ,,,
b'458 MantykeWater Flying 345 45 20 50 60 120 50',460 AbomasnowGrass Ice 494 90 92 75 92 85 60,,,,,,,458 ,,,
b'459 SnoverGrass Ice 334 60 62 50 62 60 40',460 Mega Abomasnow Grass Ice 594 90 132 105 132 105 30,,,,,,,459 ,,,
b'460 AbomasnowGrass Ice 494 90 92 75 92 85 60',461 WeavileDark Ice 510 70 120 65 45 85 125,,,,,,,460 ,,,
b'460 Mega Abomasnow Grass Ice 594 90 132 105 132 105 30',462 MagnezoneElectric Steel 535 70 70 115 130 90 60,,,,,,,460 ,,,
b'461 WeavileDark Ice 510 70 120 65 45 85 125',463 LickilickyNormal  515 110 85 95 80 95 50,,,,,,,461 ,,,
b'462 MagnezoneElectric Steel 535 70 70 115 130 90 60',464 RhyperiorGround Rock 535 115 140 130 55 55 40,,,,,,,462 ,,,
b'463 LickilickyNormal  515 110 85 95 80 95 50',465 TangrowthGrass  535 100 100 125 110 50 50,,,,,,,463 ,,,
b'464 RhyperiorGround Rock 535 115 140 130 55 55 40',466 ElectivireElectric  540 75 123 67 95 85 95,,,,,,,464 ,,,
b'465 TangrowthGrass  535 100 100 125 110 50 50',467 MagmortarFire  540 75 95 67 125 95 83,,,,,,,465 ,,,
b'466 ElectivireElectric  540 75 123 67 95 85 95',468 TogekissFairy Flying 545 85 50 95 120 115 80,,,,,,,466 ,,,
b'467 MagmortarFire  540 75 95 67 125 95 83',469 Yanmega Bug Flying 515 86 76 86 116 56 95,,,,,,,467 ,,,
b'468 TogekissFairy Flying 545 85 50 95 120 115 80',470 LeafeonGrass  525 65 110 130 60 65 95,,,,,,,468 ,,,
b'469 Yanmega Bug Flying 515 86 76 86 116 56 95',471 GlaceonIce  525 65 60 110 130 95 65,,,,,,,469 ,,,
b'470 LeafeonGrass  525 65 110 130 60 65 95',472 GliscorGround Flying 510 75 95 125 45 75 95,,,,,,,470 ,,,
b'471 GlaceonIce  525 65 60 110 130 95 65',473 MamoswineIce Ground 530 110 130 80 70 60 80,,,,,,,471 ,,,
b'472 GliscorGround Flying 510 75 95 125 45 75 95',474 Porygon-ZNormal  535 85 80 70 135 75 90,,,,,,,472 ,,,
b'473 MamoswineIce Ground 530 110 130 80 70 60 80',475 GalladePsychic Fighting 518 68 125 65 65 115 80,,,,,,,473 ,,,
b'474 Porygon-ZNormal  535 85 80 70 135 75 90',475 Mega Gallade Psychic Fighting 618 68 165 95 65 115 110,,,,,,,474 ,,,
b'475 GalladePsychic Fighting 518 68 125 65 65 115 80',476 ProbopassRock Steel 525 60 55 145 75 150 40,,,,,,,475 ,,,
b'475 Mega Gallade Psychic Fighting 618 68 165 95 65 115 110',477 DusknoirGhost  525 45 100 135 65 135 45,,,,,,,475 ,,,
b'476 ProbopassRock Steel 525 60 55 145 75 150 40',478 FroslassIce Ghost 480 70 80 70 80 70 110,,,,,,,476 ,,,
b'477 DusknoirGhost  525 45 100 135 65 135 45',479 Rotom Fan RotomElectric Flying 520 50 65 107 105 107 86,,,,,,,477 ,,,
b'478 FroslassIce Ghost 480 70 80 70 80 70 110',479 Rotom Frost RotomElectric Ice 520 50 65 107 105 107 86,,,,,,,478 ,,,
b'479 Rotom Fan RotomElectric Flying 520 50 65 107 105 107 86',479 Rotom Heat RotomElectric Fire 520 50 65 107 105 107 86,,,,,,,479 ,,,
b'479 Rotom Frost RotomElectric Ice 520 50 65 107 105 107 86',479 Rotom Mow RotomElectric Grass 520 50 65 107 105 107 86,,,,,,,479 ,,,
b'479 Rotom Heat RotomElectric Fire 520 50 65 107 105 107 86',479 Rotom Wash RotomElectric Water 520 50 65 107 105 107 86,,,,,,,479 ,,,
b'479 Rotom Mow RotomElectric Grass 520 50 65 107 105 107 86',479 RotomElectric Ghost 440 50 50 77 95 77 91,,,,,,,479 ,,,
b'479 Rotom Wash RotomElectric Water 520 50 65 107 105 107 86',480 UxiePsychic  580 75 75 130 75 130 95,,,,,,,479 ,,,
b'479 RotomElectric Ghost 440 50 50 77 95 77 91',481 MespritPsychic  580 80 105 105 105 105 80,,,,,,,479 ,,,
b'480 UxiePsychic  580 75 75 130 75 130 95',482 AzelfPsychic  580 75 125 70 125 70 115,,,,,,,480 ,,,
b'481 MespritPsychic  580 80 105 105 105 105 80',483 Dialga Origin FormeSteel Dragon 680 100 100 120 150 120 90,,,,,,,481 ,,,
b'482 AzelfPsychic  580 75 125 70 125 70 115',483 DialgaSteel Dragon 680 100 120 120 150 100 90,,,,,,,482 ,,,
b'483 Dialga Origin FormeSteel Dragon 680 100 100 120 150 120 90',484 Palkia Origin FormeWater Dragon 680 90 100 100 150 120 120,,,,,,,483 ,,,
b'483 DialgaSteel Dragon 680 100 120 120 150 100 90',484 PalkiaWater Dragon 680 90 120 100 150 120 100,,,,,,,483 ,,,
